순번,발생 일시,발생 유형,현업 부서,단계,이슈 발생 보고,대응 결과
239,2023-03-16,언론 문의,행정지원그룹,관심,"1) 직업전문학교 : 현재 운영중인지요? 어떤 목적으로 소유 및 운영하고 있는지요?
답 : 대우그룹 시절 그룹사(대우자동차,대우중공업 등) 직업훈련 목적으로 지은 건물 취득분으로 건물은 8개사(두산인프라코어 14.56%, 대우건설 27.98%, 대우전자 17.68%, 쌍용자동차8.04% 등) 공동소유 입니다. 장부가는 0원으로 100% 손상 반영하였습니다.
2) 잭니클라우스 골프빌라용지 : 새로 취득한 부분인지요? 현황 설명 부탁합니다.
답 : 골프빌라용지는 골프빌라 신축을 위해 '22년 8월 매입하였습니다.(매입가 25.6억원)
골프빌라는 그룹사 3사(포스코, 포스코인터내셔널, 포스코건설) 공동 추진 투자사업으로 금년 3분기 준공 예정입니다.
인천공항근접하여 주요VIP의 게스트하우스로 활용가능하며, 그룹사 강건재 적용하여 마케팅 동참 목적으로 투자했습니다.
3) 전기굴착기 : 어떤 용도로 취득하셨나요? 새로운 사업 연계된 것인지요?
답 : 당사 주요 철스크랩 공급사 야드 內 투자/임대를 위해 취득한 것입니다. 이번 주주총회 결의사항으로 상정되는 '건설기계대여업'과 연계된 것입니다.",
240,2023-03-20,언론 문의,HR그룹,관심,정탁 부회장 Vice-Chairman / 대표이사 CEO 로 영문직함 표기 확인 및 오늘부로 공식 CEO로 선임되신 건으로 답변 완료했습니다.,코리아헤럴드 이윤서 기자 문의
241,2023-03-20,보도자료 게재,HR그룹,관심,"포스코인터내셔널, 정탁 신임 대표이사 선임",
242,2023-03-21,언론 문의,경영전략그룹,관심,"Q. CFO는 양 부문체제로 나뉘어져 두 분이 역할을 하게 되는 것인지?
A. 재무총괄 임원을 CFO로 통칭하는데, 현재에는 CFO는 없으며 양 부문장이 그 역할을 각 부문에서 해 나아가실 예정이다.
Q. 자사주를 통해 경영층 성과급 지급은 기존에도 있었는지, 이후에도 자사주의 다른 활용계획이 있는지?
ㅇ포스코그룹은 '주식보상'도입을 통해 임원들의 책임경영을 강화하고자 하며, 재직기간 중에는 회사 주식을 의무보유토록 유지하여 임원 보상과 주주와의 이해관계를 일치시킬 방침이다.
※ S&P, DJSI, MSCI 등 ESG 평가시 주요 경영진의 주식보상 정책을 평가하고 있음
※ SKT, 한화 등도 성과급 형태의 주식을 부여하는 스톡 그랜트(Stock Grant)제도를 실행하고 있음
참고로 당사의 현 자사주 580만주는 내년 1월 20일까지 보호예수이므로 그때까지는 활용이 어려운 상황이다.
Q. 양부문장에 대한 내부적인 평가, 혹은 주요한 스토리텔링 자료가 있으면 보내달라
A. 공시 약력 이외 별도자료는 없다.""",더벨 정명섭 기자 문의
243,2023-03-21,보도자료 게재,E&P사업운영섹션,관심,"포스코인터내셔널, CCS사업 新성장동력으로 육성",
244,2023-03-23,기획자료 게재,E&P사업운영섹션,관심,[비즈 칼럼] 누가 탄소중립과 에너지 안보를 준비하는가,https://n.news.naver.com/mnews/article/025/0003267720?sid=101
245,2023-03-23,기획자료 게재,E&P사업운영섹션,관심,기후위기 대응하는 ‘탄소 포집·저장’ 기술이 뭔가요?,https://n.news.naver.com/mnews/article/028/0002632610?sid=101
246,2023-03-26,언론 문의,친환경사업운영섹션,관심,"전기차 부품 수주 관련 수주 규모, 부품 종류, 발주처(고객사) 등 세부 정보 확인 가능하실까요? - 동진모타산 전기차용 냉간팬모터 1.1억불 : 스텔란티스향 수주(‘24~’29년 분할 수주) - 서진오토모티브산 전기차용 로터샤프트 4천만불 리비안향 수주(‘24~’30년 분할 수주) - 주요 내용 : 부품수주 내용과 전통적 트레이딩 사업구조를 벗어나 미래산업으로 전환하기 위해 실행해온 성장전략 등",포스코홀딩스
247,2023-03-29,보도자료 게재,식량바이오사업운영섹션,관심,"포스코인터내셔널, 생분해성 바이오플라스틱 리사이클링 사업에 도전",
248,2023-04-06,언론 문의,식량바이오사업운영섹션,관심,"Q: 최근 자료가 나온 CCS나 PLA 재활용 사업이 탄소중립TF가 발굴한 사업들인건가요? 아니면 그 이전부터 추진되던 것인가요?
A: 완전 새롭다고는 볼수 없고, 일반적으로 연관성있는 팀 내에서 신사업을 추진해보고 사업이 커질수 있는 내용이면 TF분리나 팀 분리를 통해 하나의 큰 사업으로 키우는 구조입니다. 예를들어 바이오플라스틱 리사이클링 같은 경우는, 기존 19년부터 바이오플리스틱 수입하고 있었던 팀에서 기회를 발굴해 시작하게 된 사업이라고 볼 수있습니다
탄소중립 tf는 전체적인 회사의 탄소중립 그림을 그리는 팀이고
ccs사업은 별도의 팀에서 진행중입니다.
- 바이오플라스틱 : 구 합성수지그룹에서 시작한 사업
- CCS 사업화 추진반 : 신사업 발굴
- 탄소중립 TF : 탄소중립계획 이행 검토 및 모니터링
Q: 탄소중립TF가 추진하는 신사업은 어떤걸 들수 있을까요?
A: 저희 기사 난 탄소 내용이 현재로써 말씀 드릴 수 있는 전부입니다",머니투데이 최경민 기자 문의
249,2023-04-06,언론 문의,친환경사업운영섹션,관심,"Q : 중국의 희토류 자석 수출금지 관련 포모솔의 영향은?
A : 모터 제조사에 직접적인 영향이 있을 것으로 보이며 포모솔은 모터코아 제조사로서 자석류 부품과는 무관하여 직접적인 영향은 없을 것으로 예상한다. 다만 상황을 예의 주시하고 있다.",조선비즈 박정엽 기자 문의
250,2023-04-07,언론 문의,대외협력그룹,관심,"<매일경제 ? 보호무역주의 시대, 韓 수출·무역 전략>
Q. 미국 IRA, 유럽연합 CBAM 등 보호무역주의 경향이 강해지고 있습니다. 종합상사 기업에서도 현장에서 느끼는 애로사항은 무엇입니까? (※ 지금 당장 없다면 우려하는 포인트)
Q. 시진핑 3기 출범, 미국 대선 등 정치적 이벤트가 이어지면서 보호무역주의 경향이 유지 or 강화될 것이란 분석이 많습니다. 이같은 상황에서 어떻게 대응하고 계십니까
Q. 정부 차원에서는 어떤 지원이 필요하다고 생각하십니까. (※제조업 세제혜택, 보조금 지급, 인력 양성뿐만 아니라 종합상사 업계를 위한 지원책도 함께 말씀해주시면 감사하겠습니다)
Q. 전경련 해외 네트워크 등 경제단체에선 기업을 어떻게 지원해줘야 보호무역주의 파고를 뚫을 수 있다고 생각하십니까
A. 문의 사항 관련, 일선 사업부서 및 해외 조직과 협업하며 대응 전략을 검토 중입니다. 아직 대응 전략을 점검중인 상황으로 외부 공개가 어려운 점을 양해 부탁드립니다""정도로 답을 주겠습니다.",매일경제 문의
251,2023-04-11,언론 문의,식량바이오사업운영섹션,관심,"Q. 포스코인터내셔널이 지금까지 바이오 관련기업과 협업/지원한 이력들이 필요합니다.
A. 바이오 기업 관련 투자 이력은 바이오앱이 현재로는 당사의 최초 사례로 보입니다.
이외 유관 담당자 통해 정리받은 바이오 연관 내용을 하단에 회신드립니다.
- 당사 아프리카 투자합작법인인 수단제약법인 운영 (88년 합작 설립)
* 참조 내용 : 글로벌 레드 바이오 산업 진출, 수단 제 2위 제약회사로 성장
http://poscointl.com/kor/pr/article_view.do?col=&sw=&page=&num=6214
- 에이엔폴리, 네이처글루텍과 같은 국내 유망 바이오벤처기업의 해외수출 지원 중 *참조 내용 : 작년 11월 27일, 친환경 소재 스타트업 기업 (주)에이엔폴리와 해외수출 위한 MOU 체결, 플라스틱 대체 가능 친환경 소재인 나노셀룰로오스(nano-cellulose)의 수출 발판 마련
- 생분해성 바이오플라스틱 리사이클링 기술개발 *참조 내용: 올해 3월 28일, 네덜란드 토탈에너지스 콜비온, 한국 이솔산업과 생분해성 바이오플라스틱 리사이클링 기술개발을 위한 업무협약 체결
http://poscointl.com/kor/pr/article_view.do?col=&sw=&page=&num=6232",한경 바이오 담당 남정민 기자
252,2023-04-11,기획자료 게재,IR그룹,관심,"합병효과 톡톡.. 포스코인터, LX인터와 1분기 엇갈린 성적표",http://news.einfomax.co.kr/news/articleView.html?idxno=4261709
253,2023-04-12,보도자료 게재,에너지사업운영그룹,관심,"포스코인터내셔널, 미래세대 위한 탄소저감 본격 행보",
254,2023-04-12,기획자료 게재,친환경사업운영섹션,관심,"포스코인터, 투자사 변신 원년.. 전기차 흥행 잇는다",https://n.news.naver.com/mnews/article/215/0001095044?sid=101
255,2023-04-13,언론 문의,E&P사업운영섹션,관심,"1.5 Tcf , 2.5 Tcf 단위를
다른 표현으로 알려 달라
교열부에서 입방피트 단위를
다른 값으로 환산 요청
====
1.6 TCF
> 원유 환산 시 2억 8천6백만 배럴
2.5 TCF
> 원유 환산 시 4억 4천 6백만 배럴
* 타 기사(가스공사 가스전 관련기사)
참고해 환산 값 전달 했습니다",한국경제 문의
256,2023-04-13,보도자료 게재,경영전략그룹,관심,"업(業)의 진화 선언, 질적성장시대 연다'… 포스코인터내셔널, 글로벌 친환경 종합사업회사로 새롭게 출발",
257,2023-04-13,기획자료 게재,E&P사업운영섹션,관심,"[인터뷰]포스코인터, 인니 광구 탐사권 획득…가스전 개발",https://www.youtube.com/watch?v=Vf8fFuGYxH8
258,2023-04-17,기획자료 게재,IR그룹,관심,포스코그룹株 불기둥인데…포스코인터내셔널 주가는 ‘미생’ [윤현주의 主食이 주식],https://www.hankyung.com/finance/article/202304106100i
259,2023-04-17,기획자료 게재,친환경사업개발그룹,관심,"포스코인터, 백신·스마트팜 개발도 나선다",https://n.news.naver.com/mnews/article/366/0000894088?sid=101
260,2023-04-18,언론 문의,식량바이오사업운영섹션,관심,"원문 나오는 포스코인터내셔널 기사] [산업] 포스코인터내셔널, 우즈벡 섬유 부문 개발에 1억9600만 달러 추가 투자
https://nuz.uz/ekonomika-i-finansy/1274218-yuzhnokorejskaya-korporacziya-vlozhit-v-razvitie-tekstilnogo-sektora-uzbekistane-eshhe-196-mln.html
포스코인터내셔널 텍스타일이 1억9600만 달러를 추가 투자한다고 나오던데요. Tashkent, Kashkadarya, Fergana에 투자한다는데 어떤 내용인지 확인 부탁드리려고요. 17일에 우즈벡 농림부 차관이랑 포스코인터내셔널텍스타일이랑 미팅하면서 나온 내용 같아요.
A. 법인에서 외국투자자로서 법인 운영 뿐만아니라 교육관 건설 운영, 클러스터에도 교육관 확장 등을 통해 기업시민 활동을 하고 있음에 대해 현지기사가 난 상황입니다. 금액등 문제 될건 없습니다.",더구루 문의
261,2023-04-18,언론 문의,홍보그룹,관심,"Q. 고환율, 원자재 가격 상승이 상사 실적에 유리한 이유는?
고환율 = 원화약세를 뜻한다. 포스코인터내셔널은 이런 구조에서 수출을 하면 할수록 매출 상승에 유리하다.
또한 가스전 등 에너지, 식량, 소재사업 등 해외 사업들은 환율이 높아짐에 따라 수익성이 함께 높아지며, 니켈, 팜유 등 원자재 가격이 오르면 투자법인의 수익성이 올라가기에 포스코인터내셔널 실적에 유리하다",문화일보 문의
262,2023-04-18,보도자료 게재,대외협력그룹,관심,"포스코인터 정탁 부회장, 한 손에는 ‘업의 진화’, 한 손에는 ‘부산엑스포’ 통해 광폭행보 이어가",
263,2023-04-19,언론 문의,식량바이오사업운영섹션,관심,"질문 : 포스코인터랑 우크라이나 'ТАС Агро'랑 곡물 파트너십 체결했다는 내용 보고 연락드려요. ТАС Агро라는 회사에서 보도자료를 내서 사진도 나왔는데요. 계엄령 기간에 우크라이나 곡물터미널의 안정적인 운영, 확장 투자를 지원하겠다는 내용 같은데 맞는지 확인 부탁드리려고요.
답변 : 맞는 내용입니다. 곡물 보관 및 트럭 출하 협력 등 곡물 사업 전반적 협력 모색을 위한 자리였습니다.
https://tasagro.com/media-about-us/kompaniya-tas-agro-rozpochynaye-spivpratsyu-iz-mykolayivskym-zernovym-terminalom-posco",더구루
264,2023-04-24,언론 문의,경영전략그룹,관심,"Q. 우리회사에서 5월 만기되는 채권 3~4000억원을 현금 상황하는 것으로 알고 있는데 정확한 금액은 얼마인가?
A. 4월 회사채 현금 차환 1500억. 5월 2500억원 현금 상환이 맞습니다. (출처: 한국예탁결제원)
(현업 의견 : 다만, 가까운 시일내에 회사채를 발행할 계획을 검토 중에 있기에 현금 상환에 대한 이유는 언급 없이, 상단 팩트 체크 위주로만 대응 부탁드린다. (자금그룹 서민정 팀장))",한국경제 증권부 전현주 기자 문의
265,2023-04-25,언론 문의,법인지사관리그룹,관심,"[언론Q&A 대응]
전일 러-우 전쟁 이후 현지 그룹 사업 변화에 대한 국민일보 문의 답변 관련, 추가 문의가 발생하여, 홀딩스 통해 문의 답변한 결과 공유드립니다.
(추가)
Q. 러-우 전쟁 전과 대비하여 포스코인터의 경우 어느 정도로 사업을 축소했는지(조직 등)
A. 모스크바지사와 블라디보스톡지사를 운영하여 양 지사에 본사 주재원 여러명을 파견하여 글로벌 스태프들과 함께 운영을 해 왔습니다. 하지만 현재에는
모스크바지사 기준 주재원 한명과 글로벌 스태프 3명으로 인원을 모두 축소하여 운영 중입니다. 블라디보스톡지사는 '사무소'로 축소 운영하며 주재원 없이 글로벌 스태프 2명으로 운영 중인 상황입니다.
당사는 본사를 포함해 지사, 현채인 사무소 모두 러시아와의 거래는 전면 중단한 상황입니다.
(기존 대응내용)
Q. 포스코그룹이 러시아에서 사업을 운영하는 것으로 알고 있다. 최근 러-우 전쟁 상황으로 실제 기업 운영에 부정적 영향, 또는 어려움이 있는지 알고 싶습니다.
A. 포스코인터내셔널은 러시아에 별도 법인을 운영하고 있지 않습니다.
'22년 초까지 철광석, 석탄 소싱 등 철강 관련하여 본사 사업을 F/up 하는 연락사무소를 운영 중이었으나, '22년 전쟁 발발 후 인원을 대폭 축소하여 1인 지사 및 현채인 사무소로 운영 중이며, 본사 역시 러시아와의 거래는 전면 중단한 상황입니다.",국민일보
